,name,artists,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,nlp_lyrics,nlp_annotations,valence+nlp,mood
28,"Young N***a Living (feat. A$AP Ferg, A$AP Ant & A$AP Twelvyy)","['A$AP Mob', 'A$AP Ferg', 'A$AP ANT', 'A$AP Twelvyy']",0.114,0.761,258880,0.696,0.0,11,0.559,-5.811,0,0.241,114.957,4,0.272,-0.9539,-0.9539,0.2529,Angry
29,Achoo,"['Keith Ape', 'Ski Mask The Slump God']",0.167,0.659,244000,0.839,0.0,2,0.389,-4.106,1,0.162,119.935,4,0.624,-0.9998,-0.9998,0.604,Angry
30,Did You Really,['Ski Mask The Slump God'],0.333,0.774,90305,0.578,0.0,7,0.433,-9.442,1,0.218,96.859,4,0.762,0.56,0.56,0.7732,Angry
31,Daddy Issues,['Pouya'],0.097,0.732,145610,0.599,2.9e-05,2,0.0771,-8.044,1,0.367,164.116,4,0.321,0.9574,0.9574,0.3401,Angry
32,Out,['Yung Bans'],0.0286,0.866,125681,0.438,1.12e-06,0,0.0839,-7.134,0,0.234,83.992,4,0.373,-0.9582,-0.9582,0.3538,Angry
33,WTF!?,['Ski Mask The Slump God'],0.217,0.931,143760,0.54,0.0,1,0.186,-5.214,1,0.305,105.061,1,0.495,0.9615,0.9615,0.5142,Angry
34,"IT G MA REMIX (feat. A$AP Ferg, Father, Dumbfoundead, Waka Flocka Flame)","['Keith Ape', 'A$AP Ferg', 'Father', 'Dumbfoundead', 'Waka Flocka Flame']",0.061,0.787,300000,0.743,0.0,1,0.294,-4.206,1,0.0642,102.076,4,0.454,-0.9965,-0.9965,0.4341,Angry
35,Life Is Short,['Ski Mask The Slump God'],0.254,0.743,140657,0.411,0.0,2,0.292,-7.343,1,0.376,119.693,4,0.339,-0.9106,-0.9106,0.3208,Angry
36,It Don't Matter,['Wifisfuneral'],0.165,0.777,130638,0.742,0.0,5,0.0957,-8.223,1,0.289,125.0,4,0.605,-0.9788,-0.9788,0.5854,Angry
37,Ni**as In Paris,"['JAY-Z', 'Kanye West']",0.0763,0.757,219320,0.882,0.0,1,0.251,-6.125,1,0.248,140.047,4,0.684,0.9819,0.9819,0.7036,Angry
38,745,['Vince Staples'],0.115,0.785,227560,0.476,0.00165,1,0.092,-9.805,1,0.115,118.931,4,0.223,0.9915,0.9915,0.2428,Angry
39,Death Is Long,['Ski Mask The Slump God'],0.367,0.833,112562,0.578,0.0,1,0.388,-10.449,1,0.32,122.338,4,0.553,-0.8201,-0.8201,0.5366,Angry
40,F***Umean (feat. Indigochildrick),"['Robb Bank$', 'IndigoChildRick']",0.00801,0.934,201475,0.548,0.0,4,0.314,-6.976,0,0.262,119.961,4,0.164,,,0.164,Angry
41,Like A Soccer Mom,['Ski Mask The Slump God'],0.112,0.78,109819,0.654,0.0,10,0.12,-7.641,0,0.076,140.007,4,0.713,-0.97,-0.97,0.6936,Angry
42,STAR,['BROCKHAMPTON'],0.147,0.776,161000,0.388,0.0,0,0.394,-9.143,1,0.282,75.01,4,0.294,-0.7474,-0.7474,0.2791,Angry
43,Ilovewhitebitches!,['Samron Agnew'],0.000292,0.845,72792,0.715,0.00617,0,0.39,-5.851,1,0.0324,111.056,4,0.868,-0.8724,-0.8724,0.8506,Angry
44,Drank Head,['Chief Keef'],0.546,0.752,233739,0.429,0.0,4,0.177,-10.746,1,0.18,115.091,4,0.671,-0.9966,-0.9966,0.6511,Angry
45,Location,['Playboi Carti'],0.33,0.717,168784,0.79,0.000125,11,0.518,-4.213,1,0.2,125.985,4,0.371,0.9978,0.9978,0.391,Angry
46,I Got Top in Bikini Bottom (feat. Kg Smokey),"['Joey Trap', 'Kg Smokey']",0.164,0.85,88939,0.714,0.0,8,0.11,-4.331,0,0.268,145.909,4,0.549,-0.6162,-0.6162,0.5367,Angry
47,Squidwards Nose (feat. Kg Prince),"['Joey Trap', 'Kg Smokey', 'Kg Prince']",0.169,0.634,119249,0.88,0.0,1,0.474,-1.714,1,0.293,150.959,4,0.548,-0.9961,-0.9961,0.5281,Angry
48,RocketShip Freestyle,['Joey Trap'],0.0726,0.86,115250,0.588,0.0,9,0.371,-7.971,1,0.258,128.959,4,0.241,-0.9966,-0.9966,0.2211,Angry
49,So Thick (feat. Joey Trap),"['Joey Trap', 'Kg Smokey']",0.523,0.926,170000,0.519,0.0,5,0.103,-6.5,0,0.0901,129.958,4,0.565,-0.9998,-0.9998,0.545,Angry
50,Plug Walk,['Rich The Kid'],0.224,0.882,175511,0.503,0.0,11,0.108,-6.618,1,0.179,95.011,4,0.176,-0.9883,-0.9883,0.1562,Angry
51,King Cobra (Drippin'),"['$uicideboy$', 'Germ']",0.00149,0.876,120059,0.653,0.0,1,0.0944,-5.329,1,0.0778,127.927,3,0.128,-0.992,-0.992,0.1082,Angry
52,Flo Rida,"['Higher Brothers', 'Ski Mask The Slump God']",0.109,0.9,208048,0.649,0.0,5,0.0825,-3.79,1,0.269,129.985,4,0.442,-0.9951,-0.9951,0.4221,Angry
53,Bank Account,['21 Savage'],0.0151,0.884,220307,0.346,7.04e-06,8,0.0871,-8.228,0,0.351,75.016,4,0.376,0.2654,0.2654,0.3813,Angry
54,Antarctica,['$uicideboy$'],0.553,0.726,126850,0.634,4.43e-06,2,0.0916,-6.844,1,0.0792,105.975,5,0.318,-0.9764,-0.9764,0.2985,Angry
55,Magazine,['$uicideboy$'],0.267,0.881,131500,0.903,0.00253,8,0.109,-0.955,1,0.0813,119.994,4,0.272,-0.9987,-0.9987,0.252,Angry
56,Lonely,['Akon'],0.307,0.633,235067,0.529,0.0,5,0.342,-7.85,0,0.0339,90.08,4,0.578,-0.9987,-0.9987,0.558,Angry
57,No Love,['Death Grips'],0.0221,0.547,303693,0.884,1.33e-06,8,0.0662,-1.452,1,0.366,146.75,3,0.608,-0.9989,-0.9989,0.588,Angry
58,Rubbin off the Paint,['YBN Nahmir'],0.00582,0.596,157505,0.699,0.0,1,0.174,-8.709,1,0.348,108.031,5,0.435,-0.9948,-0.9948,0.4151,Angry
59,Middle of the Mall,"['Pouya', 'Fat Nick']",0.0818,0.8,137770,0.696,0.0,6,0.121,-5.354,0,0.393,159.953,4,0.628,-0.9993,-0.9993,0.608,Angry
60,BILLY,['6ix9ine'],0.175,0.764,112667,0.711,0.0,4,0.105,-3.818,0,0.288,90.076,4,0.774,-0.9992,-0.9992,0.754,Angry
61,YuNg BrAtZ,['XXXTENTACION'],0.0179,0.755,101851,0.695,0.0,9,0.107,-5.963,1,0.26,128.063,4,0.493,-0.9845,-0.9845,0.4733,Angry
62,Fingers Blue (feat. Travis Scott),"['Smokepurpp', 'Travis Scott']",0.34,0.879,194771,0.882,1.58e-05,0,0.135,-5.47,0,0.239,130.033,4,0.837,0.38,0.38,0.8446,Angry
63,Pray (feat. A$AP Ferg),"['Smokepurpp', 'Murda Beatz', 'A$AP Ferg']",0.00738,0.752,156000,0.491,0.0,1,0.111,-7.501,1,0.377,160.048,4,0.136,0.38,0.38,0.1436,Angry
64,Runnin' Thru The 7th With My Woadies,"['$uicideboy$', 'Pouya']",0.067,0.526,205766,0.62,0.000241,8,0.139,-7.244,0,0.281,112.027,4,0.187,-0.9796,-0.9796,0.1674,Angry
65,Bail Out,['YBN Nahmir'],0.00611,0.623,131413,0.503,0.0,10,0.0715,-13.541,0,0.259,67.378,4,0.302,-0.94,-0.94,0.2832,Angry
66,Bounce Out With That,['YBN Nahmir'],0.037,0.865,97202,0.652,0.0,8,0.0925,-8.218,1,0.105,94.946,4,0.372,-0.9983,-0.9983,0.352,Angry
67,Red Roses (feat. Landon Cube),"['Lil Skies', 'Landon Cube']",0.547,0.691,262544,0.683,0.0,0,0.221,-7.335,1,0.0954,140.002,4,0.456,0.9985,0.9985,0.476,Angry
68,Water,['Ugly God'],0.616,0.816,138936,0.245,0.000813,0,0.127,-15.617,0,0.414,140.04,4,0.187,-0.9966,-0.9966,0.1671,Angry
69,Fuck Ugly God,['Ugly God'],0.242,0.878,128669,0.233,0.0,5,0.0817,-11.311,0,0.603,134.956,4,0.135,-0.9996,-0.9996,0.115,Angry
70,BUBA,['6ix9ine'],0.00354,0.731,118864,0.851,0.0,9,0.38,-3.58,1,0.21,132.06,4,0.391,-0.968,-0.968,0.3716,Angry
71,FUCKSHIT,"['ACOT', 'ODE']",0.681,0.746,109636,0.124,0.00814,0,0.15,-17.283,1,0.515,125.063,4,0.225,0.9822,0.9822,0.2446,Angry
72,ROACH,['ACOT'],0.122,0.524,80692,0.557,0.00747,1,0.473,-7.855,1,0.106,125.351,4,0.377,-0.973,-0.973,0.3575,Angry
73,Where's My Drink?,"['Soloin', 'Phloee']",0.0273,0.845,131999,0.576,0.0,1,0.256,-8.676,0,0.355,160.102,4,0.626,-0.9988,-0.9988,0.606,Angry
74,Pills,"['Z.J.', 'NoahBoat']",0.00223,0.88,150075,0.821,9.33e-06,9,0.137,-6.988,1,0.457,145.133,4,0.107,-0.7734,-0.7734,0.0915,Angry
75,Onnat Fuck Shit,['Bandingo'],0.0158,0.767,140197,0.832,0.0,6,0.324,-6.875,0,0.291,149.963,4,0.794,-0.9999,-0.9999,0.774,Angry
76,Walk It Talk It,"['Migos', 'Drake']",0.0876,0.907,276147,0.633,2.6e-06,2,0.106,-5.145,1,0.184,145.914,4,0.395,0.9997,0.9997,0.415,Angry
77,Poles 1469,"['Trippie Redd', '6ix9ine']",0.235,0.741,149576,0.761,0.0,4,0.119,-3.871,0,0.0512,81.543,4,0.217,-0.9967,-0.9967,0.1971,Angry
78,Planet Shrooms,['Woodie Smalls'],0.301,0.529,204400,0.788,0.0,4,0.417,-7.205,0,0.39,111.772,3,0.408,0.9992,0.9992,0.428,Angry
79,H2O,"['XXXTENTACION', 'Ski Mask The Slump God']",0.394,0.717,139254,0.608,0.0,0,0.351,-7.826,1,0.31,139.783,4,0.827,0.8225,0.8225,0.8434,Angry
80,Nuketown - Bonus,"['Josh A', 'iamjakehill']",0.258,0.635,171750,0.616,5.42e-05,2,0.162,-6.253,1,0.217,139.902,4,0.0446,0.9998,0.9998,0.0646,Angry
81,Undecided,"['Pouya', 'Fat Nick']",0.0548,0.754,132414,0.84,1.36e-05,9,0.15,-5.111,1,0.313,144.991,4,0.0397,-0.9954,-0.9954,0.0198,Angry
82,Wassup Bro!,['Craig Xen'],0.248,0.81,137107,0.585,0.0115,9,0.0959,-7.037,0,0.288,139.968,4,0.281,-0.9952,-0.9952,0.2611,Angry
83,Fuck Shit,['Lil Toe'],0.247,0.735,110111,0.69,0.0,6,0.108,-6.031,1,0.133,159.969,4,0.4,-0.999,-0.999,0.38,Angry
84,Boyz-N-The-Hood,['Eazy-E'],0.0198,0.792,336960,0.503,0.0,8,0.347,-8.359,1,0.276,87.847,4,0.663,-0.9942,-0.9942,0.6431,Angry
85,"burrrrrr ft. bbno$, trippythakid, yung bambi","['Lzr', 'bbno$', 'Trippythakid', 'Yung Bambi']",0.0149,0.908,233887,0.567,6.98e-06,1,0.0749,-6.181,0,0.285,136.017,4,0.256,0.988,0.988,0.2758,Angry
86,Chill Bill (feat. J. Davi$ & Spooks),"['Rob $tone', 'J. Davi$', 'Spooks']",0.0312,0.886,177184,0.427,0.00099,6,0.0906,-10.028,1,0.145,108.034,4,0.23,-0.9991,-0.9991,0.21,Angry
87,Good Fellas (feat. Pouya & Shakewell),"['Craig Xen', 'Pouya', 'Shakewell']",0.00568,0.911,142916,0.528,0.0,9,0.0874,-6.998,1,0.0965,137.941,4,0.297,-0.6322,-0.6322,0.2844,Angry
88,Cheap Thrills,['Father'],0.147,0.944,177842,0.432,0.0,11,0.112,-11.542,0,0.334,107.945,4,0.426,-0.8277,-0.8277,0.4094,Angry
89,Crunch Time,['Chris Travis'],0.304,0.844,233273,0.709,0.0,4,0.517,-1.322,0,0.0544,109.959,4,0.101,-0.9995,-0.9995,0.081,Angry
90,Fuck A Swisher,"['Smokepurpp', 'Xavier Wulf']",0.235,0.89,135361,0.422,0.0,7,0.0925,-7.894,0,0.113,129.998,4,0.374,-0.9924,-0.9924,0.3542,Angry
91,Wulf Wood,['Xavier Wulf'],0.0937,0.891,148062,0.374,0.0039,0,0.107,-9.409,1,0.0423,113.645,4,0.475,-0.56,-0.56,0.4638,Angry
92,Thunder Man,['Xavier Wulf'],0.00213,0.924,185391,0.55,4.34e-05,2,0.101,-6.402,1,0.252,139.992,4,0.298,-0.9991,-0.9991,0.278,Angry
93,Thick Niggas and Anime Tiddies,['Dbangz'],0.221,0.897,90122,0.449,0.0,1,0.103,-9.295,1,0.429,135.97,4,0.707,-0.9978,-0.9978,0.687,Angry
94,COOLEST MONKEY IN THE JUNGLE,"['Ski Mask The Slump God', 'SahBabii']",0.324,0.893,152213,0.676,0.0,9,0.0968,-4.867,0,0.227,125.923,4,0.804,-0.9964,-0.9964,0.7841,Angry
95,Esc,['Addivt'],0.0569,0.779,47282,0.392,0.000456,1,0.147,-13.395,1,0.0522,92.127,4,0.526,-0.9678,-0.9678,0.5066,Angry
96,Helpless,['Gucci Mane'],0.242,0.769,194824,0.562,0.00101,11,0.0852,-7.237,1,0.28,170.082,4,0.525,0.9899,0.9899,0.5448,Angry
97,Elementary,['Lil Pump'],0.595,0.654,92578,0.605,0.0,7,0.371,-7.2,1,0.299,130.396,4,0.759,-0.9969,-0.9969,0.7391,Angry
98,Skrt,['Kodak Black'],0.585,0.901,224865,0.352,0.0,2,0.122,-10.038,1,0.0916,111.065,4,0.199,-0.9688,-0.9688,0.1796,Angry
99,Skrt,['Kodak Black'],0.585,0.901,224865,0.352,0.0,2,0.122,-10.038,1,0.0916,111.065,4,0.199,-0.9688,-0.9688,0.1796,Angry
100,Succubus,['Craig Xen'],0.0112,0.774,108852,0.413,6.96e-05,1,0.218,-8.835,1,0.31,108.036,5,0.127,-0.9859,-0.9859,0.1073,Angry
101,UP LIKE AN INSOMNIAC - Freestyle,['XXXTENTACION'],0.0829,0.979,151249,0.401,0.011,7,0.0657,-7.401,1,0.407,120.002,4,0.411,-0.9998,-0.9998,0.391,Angry
102,Tables,['Joey Trap'],0.00716,0.949,155500,0.525,0.0,1,0.101,-7.096,1,0.169,100.068,4,0.26,-0.9975,-0.9975,0.2401,Angry
103,Seal (feat. Almighty Suspect),"['Joey Trap', 'Almighty Suspect']",0.0108,0.683,156446,0.54,0.0,0,0.0958,-5.381,1,0.534,200.332,4,0.191,-0.9984,-0.9984,0.171,Angry
104,Bowser,"['XXXTENTACION', 'Ski Mask The Slump God']",0.309,0.8,187654,0.491,0.0,10,0.332,-8.293,0,0.0468,135.008,4,0.425,0.8286,0.8286,0.4416,Angry
105,I Love It (& Lil Pump),"['Kanye West', 'Lil Pump']",0.0114,0.901,127947,0.522,0.0,2,0.259,-8.304,1,0.33,104.053,4,0.329,-0.7452,-0.7452,0.3141,Angry
106,Gasolina,"['EyeKeem', 'KORNDAWG', 'ACOT']",0.000319,0.73,169912,0.567,8.54e-06,1,0.105,-8.085,0,0.0587,119.997,4,0.171,-0.9928,-0.9928,0.1511,Angry
107,New Age Chip Skylark,['Ski Mask The Slump God'],0.281,0.754,123559,0.672,0.0,1,0.119,-6.385,1,0.214,138.071,4,0.569,0.8839,0.8839,0.5867,Angry
108,coasting,"['bbno$', 'hollow', 'Futon']",0.188,0.709,185806,0.469,5.37e-06,10,0.207,-9.589,0,0.357,77.443,4,0.366,-0.8672,-0.8672,0.3487,Angry
109,What in XXXTarnation,"['XXXTENTACION', 'Ski Mask The Slump God']",0.174,0.853,164598,0.591,0.0,7,0.0993,-5.583,1,0.179,119.088,4,0.433,-0.9995,-0.9995,0.413,Angry
110,Whuss the Deal,['Shoreline Mafia'],0.155,0.837,195636,0.403,0.000511,2,0.225,-10.053,1,0.33,82.517,4,0.2,-0.9996,-0.9996,0.18,Angry
111,tony thot,"['bbno$', 'lentra']",0.469,0.923,136774,0.632,0.0,2,0.0893,-5.129,0,0.288,93.021,4,0.861,0.9558,0.9558,0.8801,Angry
112,Mia Khalifa,['iLOVEFRiDAY'],0.23,0.817,177188,0.517,0.0,1,0.315,-9.613,1,0.113,145.026,4,0.541,-0.9925,-0.9925,0.5212,Angry
113,SKiRT,['iLOVEFRiDAY'],0.143,0.922,147748,0.383,0.000362,1,0.0396,-13.285,1,0.359,143.014,4,0.489,0.7867,0.7867,0.5047,Angry
114,I Don't Eat Ass,['NUT!!!'],0.531,0.95,151183,0.576,0.0,11,0.101,-5.151,0,0.207,108.019,4,0.726,0.8409,0.8409,0.7428,Angry
115,IWROTETHISIN5MINUTES,['Billy Marchiafava'],0.0151,0.879,113918,0.512,0.0,6,0.417,-8.057,1,0.119,120.006,4,0.547,-0.9971,-0.9971,0.5271,Angry
116,Still,['Craig Xen'],0.0374,0.828,114426,0.632,7.54e-06,1,0.282,-8.362,1,0.383,154.97,4,0.656,-0.9883,-0.9883,0.6362,Angry
117,Hell Bent,['Craig Xen'],0.013,0.79,64052,0.58,0.0,11,0.154,-5.975,1,0.387,150.032,4,0.121,-0.9948,-0.9948,0.1011,Angry
118,Stain (feat. Ski Mask the Slumpgod & Smokepurpp),"['Craig Xen', 'Ski Mask The Slump God', 'Smokepurpp']",0.144,0.714,137365,0.843,0.0,8,0.768,-5.519,0,0.263,121.953,4,0.687,0.38,0.38,0.6946,Angry
119,Bare Flesh,['Craig Xen'],0.243,0.9,192040,0.279,0.0,4,0.171,-14.291,1,0.369,119.942,4,0.342,-0.9948,-0.9948,0.3221,Angry
120,I'm Okay,['Night Lovell'],0.699,0.741,157855,0.782,2.35e-06,2,0.222,-6.52,0,0.0282,111.005,4,0.328,0.9949,0.9949,0.3479,Angry
121,Mo Bamba,['Sheck Wes'],0.194,0.729,183907,0.625,0.00986,4,0.248,-5.266,1,0.0315,146.034,4,0.261,-0.99,-0.99,0.2412,Angry
122,LOL,"['Bass Santana', 'Kid Trunks', 'Flyboy Taratino']",0.053,0.958,200361,0.616,0.0,0,0.0956,-5.555,1,0.291,130.0,4,0.489,0.9989,0.9989,0.509,Angry
123,Old English,"['Young Thug', 'A$AP Ferg', 'Freddie Gibbs']",0.0408,0.809,201960,0.801,0.0,1,0.353,-5.461,1,0.407,81.94,4,0.744,0.9875,0.9875,0.7638,Angry
124,Let It Eat (feat. Ugly God),"['Comethazine', 'Ugly God']",0.00754,0.944,87313,0.752,0.0107,11,0.141,-2.625,0,0.135,134.039,4,0.489,-0.995,-0.995,0.4691,Angry
125,PICK IT UP (feat. A$AP Rocky),"['Famous Dex', 'A$AP Rocky']",0.0149,0.921,191252,0.467,0.000238,1,0.334,-8.443,1,0.119,135.995,4,0.287,0.9921,0.9921,0.3068,Angry
126,Womp Womp,"['Valee', 'Jeremih']",0.066,0.877,226533,0.558,0.0,1,0.0745,-4.896,1,0.342,157.027,4,0.493,-0.9852,-0.9852,0.4733,Angry
127,I'm a Nasty Hoe,['Ugly God'],0.375,0.8,179908,0.276,0.0,4,0.0699,-15.301,0,0.091,115.019,4,0.0766,-0.9983,-0.9983,0.0566,Angry
128,Akina Speed Star,['Xavier Wulf'],0.00946,0.931,150100,0.273,0.0,5,0.137,-11.723,0,0.176,119.956,4,0.0603,-0.9856,-0.9856,0.0406,Angry
129,Gnarly (feat. Lil Pump),"['Kodak Black', 'Lil Pump']",0.469,0.764,186403,0.784,0.0,10,0.123,-4.003,0,0.0833,144.981,4,0.51,0.3182,0.3182,0.5164,Angry
130,Cabaret,['Azizi Gibson'],0.0295,0.832,184500,0.497,0.000167,4,0.171,-9.144,1,0.079,94.981,4,0.444,-0.9734,-0.9734,0.4245,Angry
131,Once Upon a Time,['Key Glock'],0.062,0.887,199947,0.586,0.0,1,0.0727,-7.309,1,0.0547,131.135,4,0.413,-0.9979,-0.9979,0.393,Angry
132,6 Rings,['Smokepurpp'],0.004,0.839,126171,0.526,3.34e-06,1,0.111,-5.87,1,0.083,131.942,4,0.158,-0.9915,-0.9915,0.1382,Angry
133,Fort Woe,['Xavier Wulf'],0.119,0.932,166844,0.384,0.0,4,0.0969,-9.621,1,0.305,120.005,4,0.38,-0.9935,-0.9935,0.3601,Angry
134,Mobile Suit Woe,['Xavier Wulf'],0.0979,0.8,145972,0.603,0.000972,1,0.108,-6.947,0,0.0359,114.977,4,0.51,-0.9785,-0.9785,0.4904,Angry
135,Ice Age,['Denzel Curry'],0.00563,0.462,171908,0.623,0.0,5,0.767,-8.174,0,0.119,109.237,4,0.42,-0.9992,-0.9992,0.4,Angry
136,LA LA,['Ski Mask The Slump God'],0.0585,0.765,147413,0.574,0.0,5,0.22,-8.456,1,0.31,140.017,4,0.606,0.9787,0.9787,0.6256,Angry
137,Costa Rica (feat. Ski Mask the Slump God),"['Ronny J', 'Ski Mask The Slump God']",0.0904,0.71,120019,0.648,0.0,8,0.266,-7.31,1,0.231,160.061,4,0.41,-0.9912,-0.9912,0.3902,Angry
138,Barbie Doll,['Night Lovell'],0.134,0.85,237667,0.656,8.04e-06,0,0.301,-7.182,1,0.0516,99.99,4,0.629,-0.9971,-0.9971,0.6091,Angry
139,RIP Trust,['Night Lovell'],0.67,0.793,165231,0.625,4.75e-05,9,0.218,-6.726,1,0.072,130.047,4,0.181,-0.9815,-0.9815,0.1614,Angry
140,Dead Lovell,"['Night Lovell', 'Fifty Grand']",0.649,0.64,192000,0.216,1.35e-05,6,0.106,-19.345,1,0.059,90.028,4,0.0543,-0.861,-0.861,0.0371,Angry
141,WTF,['Fat Nick'],0.0343,0.823,125753,0.473,0.0,1,0.0828,-8.366,1,0.23,145.976,3,0.249,-0.9979,-0.9979,0.229,Angry
142,Half Bae (feat. Pouya),"['Robb Bank$', 'Pouya']",0.178,0.721,171991,0.73,0.0,1,0.394,-8.887,1,0.259,88.504,4,0.39,-0.9978,-0.9978,0.37,Angry
143,Mugen Woe,['Xavier Wulf'],0.0019,0.982,93100,0.437,0.0,5,0.165,-10.045,0,0.214,117.036,4,0.225,-0.9215,-0.9215,0.2066,Angry
144,Pipe Down,['Lil Toe'],0.0773,0.747,129033,0.388,0.314,8,0.126,-8.307,1,0.384,164.861,4,0.223,0.7768,0.7768,0.2385,Angry
145,Do Not Disturb (feat. Lil Yachty & Offset),"['Smokepurpp', 'Murda Beatz', 'Lil Yachty', 'Offset']",0.203,0.879,157557,0.647,0.00185,10,0.335,-4.566,0,0.0659,131.026,4,0.212,0.38,0.38,0.2196,Angry
