,name,artists,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,lyrics,annotations,nlp_lyrics,nlp_annotations,valence+nlp,mood
11,Daylight,['Bloom'],0.000601,0.261,192000,0.997,0.000348,3,0.126,-1.642,0,0.235,92.481,4,0.211,"At any time
At any place
The ones we love can be taken away
At any time
At any place
The ones we lost can't be replaced

Is this our final embrace?
The last time I see your face?
I can't bare to lose you
When I still have so much left in me to say

Because everyone dies
With no reason why
Will you come home tonight or be gone by daylight?
We can't always peer through lies
And see what's really inside
Will they be alright? Will I be alright?

Have I done enough? Have I showed them love?
And will it matter when it come for us?
Have I done enough? Have I showed them love?
Before it's too late?
I can't seem to find sleep
Wonder when the boat will take me
I can't seem to find sleep
Wonder when the boat will come and take me
Or depart with the rest of my family
If it comes for someone then I hope it's me
Because everyone dies
With no reason for why
Will you come home tonight or be gone by daylight?
We can't always peer through lies
And see what's really inside
Will they be alright? Will I be alright?

Fake smiles
Bloodshot Eyes
We tell ourselves that we'll be alright
They look in from the outside
We ask ourselves if we even tried

Fake smiles
Bloodshot eyes
We tell ourselves that we'll be alright
They look in from the outside
And pretend we're fine
How am I supposed to know if this goodbye will be our last?",,0.9648,0.9648,0.2303,Angry
12,Fluoxetine: Burden Me,['Great Grief'],0.000193,0.382,157160,0.997,0.00505,10,0.726,-3.434,1,0.245,159.98,5,0.037,"[Verse 1]
Months of self-reflection gone down the drain
You’re back to your old ways, burden me until I break
How does it feel to love me but push me away?
How does it feel to abuse me, turning me every day?

[Hook]
What’s left to do with you now that you’re alone?
Why must I bury you, now that you’re my home?
I see your pale reflect my broken ego
And your frail glass prone skin suits your well-endowed blood flow

[Verse 2]
There’s so much fire in your heart
Too bad I’ll water it down
I wish I could take you as my own
But I’m already gone

[Hook]
Without you I don’t live, I barely flow
Without you, I don’t breathe, wither and bloat
Without you I don’t live, I barely flow
Without you, I don’t breathe, wither and bloat
Without you I don’t live, I barely flow
Without you, I don’t breathe, wither and bloat
Without you I don’t live, I barely flow
Without you, I don’t breathe, wither and bloat
[Outro]
Open the curtain, watch the show
A tale of two
Becoming a singular whole and bleeding out",,-0.9611,-0.9611,0.0178,Angry
13,Wings of Nightmares,['Counterparts'],0.000394,0.47,176110,0.99,0.0,0,0.0822,-2.851,1,0.0971,102.542,4,0.255,"[Verse 1]
I'm clinging to the wings of nightmares
Detaching every finger one by one
Shaken awake
To find our absence hasn't manifested yet
Longing for a sense of loss
Picking me apart like birds of prey
Where illusions will depart from unhinged jaws
Silent in the presence of your name
Rip the memory from my mind
Perfectly still, but somehow running out of time

[Chorus]
Keep your distance
From the flowers that will decorate my corpse
Undeserving of a chance to watch them thrive
Remove the sickness
Before it has a chance to run its course
I knew we'd never make it out alive

[Verse 2]
Clairvoyant only to delusion
As you salvage fantasy to fit your needs
You held my lifeless body to your heart
And convinced yourself that you could feel a pulse
[Pre-Chorus]
(Laying traps beneath my feet
I will chew through to the bone in my desire to be free)
Rip the memory from my mind
Perfectly still, but somehow running out of time

[Chorus]
Keep your distance
From the flowers that will decorate my corpse
Undeserving of a chance to watch them thrive
Remove the sickness
Before it has a chance to run its course
I knew we'd never make it out alive

[Bridge]
Your shadow will keep me
Blinded by the light living in lies
Allowing fallen petals to turn black
Reflecting the colour of your insides

[Breakdown]
Rip the memory from my mind
Hold my lifeless body to your heart
And convince yourself that you still feel a pulse
Rip the memory from my mind
Perfectly still, but somehow running out of time","[('Longing for a sense of loss', [['He might be so used to the feeling of having lost someone that he feels unhappy when he is with someone now']])]",0.9523,0.9523,0.274,Angry
14,PTSD,['Cro-Mags'],2.24e-06,0.106,210741,0.992,0.775,8,0.0664,-7.084,1,0.109,169.935,4,0.173,"[Verse 1]
Between wars I find no peace
My memories, they still haunt me
Can't sleep at night, I feel rage and guilt
My conscience, it eats me for the blood I've spilled

[Verse 2]
I have seen violence that I can't forget
I have done things that I regret
I see and I realize the cause
But that don't rid me of my guilt or remorse

[Verse 3]
There is no way that I can express
These feelings of self-hate and regret
I know I can't undo the things that I've done
But at least now I know that I have a conscience",,-0.9724,-0.9724,0.1536,Angry
15,Something Wicked,"['Trash Talk', 'Kenny Beats']",2.85e-05,0.352,88907,0.952,0.938,6,0.546,-5.699,1,0.114,159.978,4,0.852,"[Verse 1]
New, new attitude
But it's a shame, better than being silent be

[Chorus]
Something wicked this way stumbles
No more speaking, distant mumbles

[Verse 2]
Dumb, don't have a clue
How to cope, what to do, it's something

[Chorus]
Something wicked this way stumbles
No more speaking, distant mumbles

[Refrain]
Drop the old propaganda
A boot to lick, knee deep in shit
I commit to total warfare
Warfare, warfare, warfare, warfare

[Verse 3]
Dirty deeds of defeat
I'm not impressed, you're not unique
[Chorus]
Something wicked this way stumbles
No more speaking, distant mumbles

[Verse 4]
Now you flirt with disaster
World War 3 comes after

[Chorus]
Something wicked this way stumbles
No more speaking, distant mumbles

[Refrain]
Drop the old propaganda
A boot to lick, knee deep in shit
I commit to total warfare
Warfare, warfare, warfare, warfare
Drop the old propaganda
A boot to lick, knee deep in shit
I commit to total warfare
Warfare, warfare",,-0.9975,-0.9975,0.832,Angry
16,Mothers' Sons,['Defeater'],2.1e-05,0.378,173924,0.99,0.0275,3,0.334,-3.631,1,0.156,166.747,4,0.07,"[Chorus 1]
We drink to those lost at sea
And never made it off the beach
To those who won't make it home
Buried in the salty deep
Mother’s sons that we knew so well
Without a care or a chance in hell
Laid a life on a line in harm's way and out of mine
So their brothers could live to tell
So my brother could live to tell

[Verse]
How the sky never looked so deep
With the moon shining down on me
I never known it before burning foreign shores
Boys in flak and trench, prayers to stave off death unheard

[Chorus 2]
So old man pour another couple rounds on me
Keep 'em coming and the rye in reach
Be it shell shock or heartbreak
We’re all dying for a stiffer drink
Or dying on a line
No god there to hear our plea
Laid out and desperate
No blood here left to bleed
[Chorus 1]
We drink to those lost at sea
And never made it off the beach
To those who won't make it home
Buried in the salty deep
Mother's sons that we knew so well
Without a care or a chance in hell
Laid a life on a line in harm's way and out of mine
So their brothers could live to tell

[Chorus 2]
So old man pour another couple rounds on me
Keep 'em coming and the rye in reach
Be it shell shock or heartbreak (Or heartbreak)
Or dying on a line
No god there to hear our plea
We've been laid out and desperate (Desperate)

[Outro]
So my brother could live to tell
So my brother and I","[('Laid out and desperate\n No blood here left to bleed', [['Repetition of the phrase, “laid out and desperate” and similar blood loss imagery is found in the 5th track, “Desperate.”\n\n“Every day and night;\nwe’re laid out and desperate\nEvery day and night;\nwe’re bloodied and broken”']]), ('With the moon shining down on me', [['The phrase “moon shining down” is repeated in the 8th track, “Dealer / Debtor”.']])]",-0.9898,-0.9898,0.0502,Angry
17,December,['We Struck Gold'],0.00101,0.497,242737,0.916,0.00421,8,0.315,-6.432,0,0.113,102.518,4,0.165,"Where will she lay her head tonight?
Under the stars, a cold moonlight?
A blanket wrapped around her
No pillow for her head
A cold breeze, whispers her to bed

Home is where your heart lives
But these streets are not your home

Where will she wash
Wash you from her thoughts
She’ll take to a bottle, sink to the floor
Just thoughts of holding you tight
Sharing shelter through the night

Will she see you in the morning light
Have you slipped with her dreams into flight
Will she hold you once more
Or is she alone

They took you away
Put you on a watch
Her street lover distraught in thoughts
A result of your dismay
You chose not to stay
There was another way, around this
Broken inside, you don’t belong here

Home is where your heart lives
But these streets are not your home

The roof above her head
Comes crashing in
As raindrops fall on roughened skin
She hears the whisper from the breeze
She’s trying to believe

That when it’s you, it’s you she wants to hear
When it’s you you're all she wants to be near
When it's you
It's you she wants with her here
It's you, it's you
It’s forever you",,-0.6468,-0.6468,0.1521,Angry
18,Generator,['Turnstile'],7.2e-05,0.258,194520,0.968,0.357,0,0.247,-3.852,1,0.0681,83.007,4,0.412,"I'm hanging on to what I got left
Picking up all the pieces in the dark
And sound is gone
Without me, you'll be moving along just fine

(Don't waste my time)
Don't waste my time
With all your lines
Just leave me far behind

I'm hanging on, but I alienate
Dancing with my pain now in the dark
From right to left
Watching my world disconnect

(Don't waste my time)
Don't waste my time
With all your lines
Just leave me far behind

And now I gotta make my own way
God I'm in my own way
Gotta make my own way
Got to make it right before I'm done

Generator by my side
Push me through the darkest times
You know I tried
Know I tried
Generator by my side
Push me through the darkest times","[('Generator by my side\n Push me through the darkest times\n You know I tried\n Know I tried\n \n Generator by my side\n Push me through the darkest times', [['To me, this is whatever energy inside that keeps us moving forward when all falls apart despite feeling hopeless and defeated.']])]",-0.6214,-0.6214,0.3996,Angry
19,...And Still I Wander South,['Knocked Loose'],0.0111,0.217,222006,0.926,4.09e-05,9,0.115,-5.94,0,0.14,71.988,4,0.0318,"[Intro]
I spent so much time focused on the difference
Eclipsed by the shadows of my past
Nothing will sustain
Nothing is built to last
(Nothing is built to last)

[Verse 1]
There's a hole in the dark
Where the waters rest
No waves in a grave
In a grave unkept
As above so below
Still stuck inside this hole
My mouth is a drain
Where no water flows

[Verse 2]
A jaded infatuation
Nothing more
I need lightning to strike in the same place twice
I cast out a prayer for wings
Anything to remove this vice (Remove this vice)

[Bridge]
Trapped in my head
Where the waters rest
[Breakdown]
I've spent so much of my life
Trying to get out
And still I wander south","[('I’ve spent so much of my life\n Trying to get out\n And still I wander south', [['Vocalist Bryan Garris has said the overall idea of “wandering south” was about his constant and eventual return to his hometown of Oldham County (outside of Louisville KY), or the southeastern U.S. in general.']])]",-0.9169,-0.9169,0.0135,Angry
20,Pariah,['END'],6.87e-06,0.182,209940,0.911,0.00269,0,0.299,-3.404,1,0.0556,138.149,4,0.323,"Pariah
Drawn and quartered for blindfolded bystanders
Unworthy eyes will not be met by mine
Cauterizing wax-like wounds on wings of flies
I will grind my fingers into knives

Hung by a white flag
Watching yourself as you spin in shards of glass
Sticking out of every limb
Remove your mask
No longer who you are
Or what you were
Just gone, just gone

Beg for the breath of reconciliation
And force my feet to stand on seas of snakes
Seduced by the fire burning
Just out of arms reach
Thawing limbs of frozen moths

Release my ink from your skin
With leeches starved for sickness
To compare your cowardice

Remove your mask
No longer who you are
Or what you were
Just gone
Inhale the dirt
From the mouths of worms

Wings of flies
Shards of glass
Seas of snakes
Remove your mask

Your fucking end
Pariah
Your fucking end
Pariah
Your fucking end
Pariah
Your fucking end
Pariah
Your fucking end",,-0.9451,-0.9451,0.3041,Angry
21,Vagrant,['Inclination'],8.43e-05,0.138,173484,0.93,0.259,1,0.398,-7.539,1,0.0741,170.039,4,0.11,"It’s like drugs have become your source of self-esteem
Practically made a pact to never get clean
Chased that rabbit down in a hole
Sunk in your fucking soul
Point that finger at me when you feel the loss
When it’s you alone who put your drugs between us

Setting your whole life ablaze between a drugged out haze or alcohol-fueled rage
Constantly treading on thin ice crossing everyone in sight without thinking twice

You’re a true craftsman in the art of wearing out your welcome

A drifter for a modern age
I think that it’s about time you went on your way",,-0.2163,-0.2163,0.1057,Angry
22,Monument,['Counterparts'],0.00871,0.428,110813,0.998,0.0,2,0.344,-0.87,1,0.274,194.822,3,0.131,"I am a desperate attempt at putting my exhaustion into words
Cut my tongue out of my mouth
It's about as useless as my lungs

I have nothing left in me to give
I am a monument for those who live and breathe in empty space

Put a fucking bullet in my head
And dig your feet into my back before you leave
Murder me and my intentions or bury me alive
Fill my lungs with dirt and watch the light drain from my eyes

Fold me in half like the blank pages that will taunt me to my face
Words like razors aimed directly at my wrists and now I speak

I have nothing left in me to give
Words like razors aimed directly at my wrists and now I speak
I have nothing left in me to give
Tie my lies around my throat until I finally tell the truth
I have nothing left in me to give
Words like razors aimed directly at my wrists and now I speak
I have nothing left in me to give
This is my eulogy, don't pretend to miss me when I'm gone",,-0.7149,-0.7149,0.1167,Angry
23,Lions And Lambs,['Have Heart'],0.0025,0.277,184453,0.963,2.72e-05,6,0.335,-3.933,0,0.0808,88.172,4,0.503,"I heard a calling, I heard a roaring
From a place where this boy could go
And I still can't find any other place to call my home
I mean this
I need this like wind for wings
Don't take this from me
Don't break this for me
The only place where my soul can
Sing, scream, breathe
Find meaning
Sing, scream, breathe
Find meaning
In this refuge, this scene
Where the hearts don't hide from the sleeve

I see it in jaded eyes of bitter old men
Trapped in bodies of bitter young kids
Machine-gun tongues of only shit to talk
Safe from the storm with the boats on the dock

Hearts are spilled and yet you're feeling nothing
Loveless for the new, and now you're feeling old
Has your heart ever felt for something?
Or has the flame still burning left you cold?

Nothing, nothing
Nothing but a heart that beats for
Nothing, nothing
Nothing but mine is still pounding for
The music you feel
The message that heals
Community as the common ideal
The music you feel
The message that heals
This home you break, I've loved for years
And I see it in the lambs
Replacing lions
Too scared to lay one feeling on the line
Too scared to start a fire
The silent ones in the deaf-eared choir
Your jaws ajar, yet I'm hearing nothing
The hollow have no heart for the sleeve
Your lazy feet ever stood for something?
Or have you become too bored to believe?

Nothing, nothing
Nothing but a trend of believing in
Nothing, nothing
Nothing's yet to change my beliefs in
The music you feel
The message that heals
Community as the common ideal
The music you feel
The message that heals
This home you break, I've loved...

And all the goddamn lazy motherfuckers
I dare you to create something
Get in a van, or get on this stage
I've hardened these hands 'cause I build, not break
I'm on my knees
On the floor, begging please
Don't break this for me, 'cause
Everything else is broken
Broken
Everything I love is broken
Broken
Everything","[('In this refuge, this scene\n Where the hearts don’t hide from the sleeve', [['This set of lyrics would reappear on Reflections, track 8 of Have Heart’s 2008 record Songs to Scream at the Sun']])]",-0.9716,-0.9716,0.4836,Angry
24,Revival Fires,['Modern Life Is War'],0.000101,0.445,163563,0.822,0.712,1,0.0506,-5.782,1,0.0443,169.62,4,0.217,"This land has been scorched
Unrecognizable black
Return to nothing after golden harvests of past

This land was choked with resentment and lingering remnants
This land was begging for breath and pleading to be peeled back
And with this piece of earth and with our lives inescapably intertwined
To start from scratch is all we ask now that the ruin has been wreaked

The song we sing while we work must be written while we work
Today, Tonight’s meal must be killed
Tomorrow must be earned

Will forgiveness be granted?
A scandal for every sinner in this enchanted town
With a growing gnawing fear of winter and memories that won’t leave us alone

This land was choked with resentment and lingering remnants
This land was begging for breath and pleading to be peeled back
And with this piece of earth and with our lives inescapably intertwined
To start from scratch is all we ask now that the ruin has been wreaked

And the trial is upon you
Time is the only true victor
Crucible
Let this day the blood of immigrant furthest from the home
Trickle out and spill into the hole
Problems follow so we face
Stand on the singed shore
Let the waves wash over you
Today is burning
Tomorrow is ripe",,-0.9764,-0.9764,0.1975,Angry
25,The Long Goodbye,['Downpresser'],0.000543,0.259,200213,0.951,0.0015,2,0.162,-3.221,1,0.0927,144.493,4,0.257,"Don't mistake a fuse for a wick
If death is coming, let it be quick
Light a candle
Curse the darkness
Either way I tried my hardest

Throw away the key
It’s fine by me

See the tears of fear
Beg for it to disappear
Watch hope wither on the vine
It happens every day, the long goodbye

Can you recognize the pain?
Too late to try
You let the moment fly
Too late you turn your head
You know you've said
The long goodbye

I’ll keep treading water
Out past the waves
See how far I can get
From this place
No saving grace
Lost all face, fought to erase
Left with the disguise
And it’s no surprise

Goodbye
Goodbye
Goodbye
Goodbye
Can you recognize the pain?
Too late to try",,-0.9671,-0.9671,0.2377,Angry
26,Paralysis,['Sanction'],5.67e-05,0.309,166659,0.95,0.0093,1,0.184,-3.435,1,0.0936,135.596,4,0.163,"In the dark of the room
I gaze upon the paralytic
Staring beyond smiling
Desperate to say the words unsaid
Drawing closer to conclusion
Each breath draws nearer
Muttering insanity
To defile the sanctity

The folly of my strength is mocking all my failed attempts
Time and time again, the visions stab at me
Just let this nightmare fade
The end of sanity
To surrender the soul
Whispering oaths vile
To surrender the soul
Shadows surrounding me

Kill the promises to become
The acts of violence

Feel every heartbreak
I'm gripping at hopes to never dream
Left undone, terror takes every memory
Feel every heartbreak
I'm gripping at hopes to never dream
Left undone, terror takes every memory
In the dark of the room
I gaze upon the paralytic
Staring beyond desolation",,-0.985,-0.985,0.1433,Angry
27,Weathered Skin,['Ghost Chant'],0.000881,0.293,208893,0.951,0.000146,9,0.093,-4.614,0,0.0935,115.009,4,0.408,"She still keeps flowers by the stairs
Like her father used to keep there
And her mother's been distant ever since
Every man she’s ever loved has made her pay for it with her own blood
They play and prey on her insecurities
And all she ever wanted was to hear them say
I wish someone told you you were loved
But it isn’t enough
It was never enough

He spends his days in discomfort
Ridiculed and tortured
Every day down these halls gets tougher
And he begins to think his days here are numbered
He’s a quiet kid with his face in his books
And all he ever wanted was to hear them say
I wish someone told you you were tough
But it isn’t enough
It was never enough

I wish I could take away this pain
I wish I could make your strength remain
Because I understand these thoughts will stay
I just need you to know it’s okay

It’s okay to feel alone
It’s okay to be afraid
You’re not the only one in the world who’s scared to say
That every day is a fight
Wanting to end it each night
I’m hoping that you choose to stay
It’s okay to not be okay
It’s okay
I just need you to know it’s okay

It’s okay to be afraid
It’s okay to feel alone
I know these feelings so well
We’re fighting through the same hells",,0.946,0.946,0.4269,Angry
28,Fearless,['Trail of Lies'],3.45e-05,0.419,160472,0.983,0.171,1,0.128,-5.096,1,0.0799,149.901,4,0.523,"Life's struggles bloom into success
Accept the challenge, recognize reality
Nothing that was good ever came from easy
Face Everything And Rise

Embrace the pain and grow stronger
I walk fearless with a mind that's
Prepared for war

I've been to the rock bottom
I've had nowhere to turn
I'll never go back, I'll never face failure
I'll never be afraid to go against the grain
Neither will I ever fear no fucking pain

Embrace the pain and grow stronger
I walk fearless with a mind that's
Prepared for war

Finding comfort in stressful situations
Finding peace with being at war
Focus on the present
Prepare for the future
Survival of the fittest
I will rise",,0.6398,0.6398,0.5358,Angry
